question,category,label
"살인, 존속살해는 어떤 행위를 하면 성립하나요?","도박, 상습도박",0
"살인, 존속살해에 대한 처벌 수위는 어떻게 되나요?","살인, 존속살해",1
"살인, 존속살해에 대한 처벌 수위는 어떻게 되나요?",금고와 구류,0
"살인, 존속살해에 대한 처벌 수위는 어떻게 되나요?",피해자의 의사,0
"살인, 존속살해는 실수로 해도 처벌되나요?","살인, 존속살해",1
"살인, 존속살해는 실수로 해도 처벌되나요?",동시범,0
"살인, 존속살해는 실수로 해도 처벌되나요?",여적,0
"촉탁, 승낙에 의한 살인 등는 어떤 행위를 하면 성립하나요?","촉탁, 승낙에 의한 살인 등",1
"촉탁, 승낙에 의한 살인 등는 어떤 행위를 하면 성립하나요?",알선수뢰,0
"촉탁, 승낙에 의한 살인 등는 어떤 행위를 하면 성립하나요?",법률의 착오,0
"촉탁, 승낙에 의한 살인 등가 성립하지 않는 경우도 있나요?","촉탁, 승낙에 의한 살인 등",1
"촉탁, 승낙에 의한 살인 등가 성립하지 않는 경우도 있나요?",절도,0
"촉탁, 승낙에 의한 살인 등가 성립하지 않는 경우도 있나요?","약취, 유인, 매매, 이송 등 살인ㆍ치사",0
"촉탁, 승낙에 의한 살인 등에 대해 설명해 주세요.","촉탁, 승낙에 의한 살인 등",1
"촉탁, 승낙에 의한 살인 등에 대해 설명해 주세요.",형의 시효의 효과,0
"촉탁, 승낙에 의한 살인 등에 대해 설명해 주세요.",인과관계,0
위계 등에 의한 촉탁살인 등에 대한 처벌 수위는 어떻게 되나요?,위계 등에 의한 촉탁살인 등,1
위계 등에 의한 촉탁살인 등에 대한 처벌 수위는 어떻게 되나요?,동력,0
위계 등에 의한 촉탁살인 등에 대한 처벌 수위는 어떻게 되나요?,준사기,0
위계 등에 의한 촉탁살인 등에 해당하는 구체적인 예시가 있을까요?,위계 등에 의한 촉탁살인 등,1
위계 등에 의한 촉탁살인 등에 해당하는 구체적인 예시가 있을까요?,허위공문서작성등,0
위계 등에 의한 촉탁살인 등에 해당하는 구체적인 예시가 있을까요?,강요된 행위,0
위계 등에 의한 촉탁살인 등가 적용되는 조건은 무엇인가요?,위계 등에 의한 촉탁살인 등,1
위계 등에 의한 촉탁살인 등가 적용되는 조건은 무엇인가요?,총칙의 적용,0
위계 등에 의한 촉탁살인 등가 적용되는 조건은 무엇인가요?,"중상해, 존속중상해",0
"예비, 음모에 대해 설명해 주세요.","예비, 음모",1
"예비, 음모에 대해 설명해 주세요.",친족간의 범행,0
"예비, 음모에 대해 설명해 주세요.",인신매매,0
"예비, 음모에 대한 처벌 수위는 어떻게 되나요?","예비, 음모",1
"예비, 음모에 대한 처벌 수위는 어떻게 되나요?","유기, 존속유기",0
"예비, 음모에 대한 처벌 수위는 어떻게 되나요?",선고유예의 실효,0
자격정지의 병과가 성립하지 않는 경우도 있나요?,자격정지의 병과,1
자격정지의 병과가 성립하지 않는 경우도 있나요?,시설제공이적,0
자격정지의 병과가 성립하지 않는 경우도 있나요?,"약취, 유인, 매매, 이송 등 상해ㆍ치상",0
"상해, 존속상해에 해당하는 구체적인 예시가 있을까요?","상해, 존속상해",1
"상해, 존속상해에 해당하는 구체적인 예시가 있을까요?",경합범과 처벌례,0
"상해, 존속상해에 해당하는 구체적인 예시가 있을까요?","몰수, 추징",0
"상해, 존속상해가 성립하지 않는 경우도 있나요?","상해, 존속상해",1
"상해, 존속상해가 성립하지 않는 경우도 있나요?",피해자의 승낙,0
"상해, 존속상해가 성립하지 않는 경우도 있나요?",미성년자 등에 대한 간음,0
"상해, 존속상해에 대한 처벌 수위는 어떻게 되나요?","상해, 존속상해",1
"상해, 존속상해에 대한 처벌 수위는 어떻게 되나요?",뇌물공여 등,0
"상해, 존속상해에 대한 처벌 수위는 어떻게 되나요?",외국에 대한 사전,0
"중상해, 존속중상해가 성립하지 않는 경우도 있나요?","중상해, 존속중상해",1
"중상해, 존속중상해가 성립하지 않는 경우도 있나요?","몰수, 추징",0
"중상해, 존속중상해가 성립하지 않는 경우도 있나요?",업무상위력 등에 의한 간음,0
"중상해, 존속중상해는 어떤 행위를 하면 성립하나요?","중상해, 존속중상해",1
"중상해, 존속중상해는 어떤 행위를 하면 성립하나요?",양형의 조건,0
"중상해, 존속중상해는 어떤 행위를 하면 성립하나요?",변사체 검시 방해,0
"중상해, 존속중상해는 실수로 해도 처벌되나요?","중상해, 존속중상해",1
"중상해, 존속중상해는 실수로 해도 처벌되나요?","사인등의 위조, 부정사용",0
"중상해, 존속중상해는 실수로 해도 처벌되나요?",복권,0
상해치사가 성립하지 않는 경우도 있나요?,상해치사,1
상해치사가 성립하지 않는 경우도 있나요?,인신매매,0
상해치사가 성립하지 않는 경우도 있나요?,판결선고 전 구금과 가석방,0
상해치사가 적용되는 조건은 무엇인가요?,상해치사,1
상해치사가 적용되는 조건은 무엇인가요?,경합범,0
상해치사가 적용되는 조건은 무엇인가요?,직무유기,0
상해치사에 대한 처벌 수위는 어떻게 되나요?,상해치사,1
상해치사에 대한 처벌 수위는 어떻게 되나요?,법정 또는 국회회의장모욕,0
상해치사에 대한 처벌 수위는 어떻게 되나요?,먹는 물 혼독치사상,0
"폭행, 존속폭행가 적용되는 조건은 무엇인가요?","폭행, 존속폭행",1
"폭행, 존속폭행가 적용되는 조건은 무엇인가요?",집행유예의 요건,0
"폭행, 존속폭행가 적용되는 조건은 무엇인가요?",집행유예의 취소,0
"폭행, 존속폭행에 대한 처벌 수위는 어떻게 되나요?","폭행, 존속폭행",1
"폭행, 존속폭행에 대한 처벌 수위는 어떻게 되나요?",공무집행방해,0
"폭행, 존속폭행에 대한 처벌 수위는 어떻게 되나요?",형의 시효의 기간,0
"폭행, 존속폭행는 어떤 행위를 하면 성립하나요?","폭행, 존속폭행",1
"폭행, 존속폭행는 어떤 행위를 하면 성립하나요?",강도살인ㆍ치사,0
"폭행, 존속폭행는 어떤 행위를 하면 성립하나요?",가석방의 취소,0
특수폭행에 대해 설명해 주세요.,특수폭행,1
특수폭행에 대해 설명해 주세요.,"학대, 존속학대",0
특수폭행에 대해 설명해 주세요.,연소,0
특수폭행는 실수로 해도 처벌되나요?,특수폭행,1
특수폭행는 실수로 해도 처벌되나요?,실화,0
특수폭행는 실수로 해도 처벌되나요?,인지ㆍ우표의 위조등,0
특수폭행가 적용되는 조건은 무엇인가요?,특수폭행,1
특수폭행가 적용되는 조건은 무엇인가요?,직무유기,0
특수폭행가 적용되는 조건은 무엇인가요?,가석방의 요건,0
피해자가 원하지 않아도 폭행치사상로 처벌되나요?,폭행치사상,1
피해자가 원하지 않아도 폭행치사상로 처벌되나요?,"약취, 유인, 매매, 이송 등 상해ㆍ치상",0
피해자가 원하지 않아도 폭행치사상로 처벌되나요?,"촉탁, 승낙에 의한 살인 등",0
폭행치사상에 대한 처벌 수위는 어떻게 되나요?,폭행치사상,1
폭행치사상에 대한 처벌 수위는 어떻게 되나요?,"국기, 국장의 비방",0
폭행치사상에 대한 처벌 수위는 어떻게 되나요?,경합범,0
폭행치사상가 적용되는 조건은 무엇인가요?,폭행치사상,1
폭행치사상가 적용되는 조건은 무엇인가요?,위조유가증권 등의 행사 등,0
폭행치사상가 적용되는 조건은 무엇인가요?,진화방해,0
동시범에 대한 처벌 수위는 어떻게 되나요?,동시범,1
동시범에 대한 처벌 수위는 어떻게 되나요?,위계 등에 의한 촉탁살인 등,0
동시범에 대한 처벌 수위는 어떻게 되나요?,집행유예의 요건,0
동시범가 성립하지 않는 경우도 있나요?,동시범,1
동시범가 성립하지 않는 경우도 있나요?,아편흡식기의 제조 등,0
동시범가 성립하지 않는 경우도 있나요?,인과관계,0
동시범는 어떤 행위를 하면 성립하나요?,동시범,1
동시범는 어떤 행위를 하면 성립하나요?,"협박, 존속협박",0
동시범는 어떤 행위를 하면 성립하나요?,자격모용에 의한 공문서 등의 작성,0
상습범가 적용되는 조건은 무엇인가요?,상습범,1
상습범가 적용되는 조건은 무엇인가요?,복표의 발매 등,0
상습범가 적용되는 조건은 무엇인가요?,강제집행면탈,0
상습범는 실수로 해도 처벌되나요?,상습범,1
상습범는 실수로 해도 처벌되나요?,"국기, 국장의 비방",0
상습범는 실수로 해도 처벌되나요?,"공용서류 등의 무효, 공용물의 파괴",0
자격정지의 병과는 어떤 행위를 하면 성립하나요?,자격정지의 병과,1
자격정지의 병과는 어떤 행위를 하면 성립하나요?,물건제공이적,0
자격정지의 병과는 어떤 행위를 하면 성립하나요?,강간 등 상해ㆍ치상,0
피해자가 원하지 않아도 과실치상로 처벌되나요?,과실치상,1
피해자가 원하지 않아도 과실치상로 처벌되나요?,"살인, 존속살해",0
피해자가 원하지 않아도 과실치상로 처벌되나요?,시설파괴이적,0
과실치상에 대해 설명해 주세요.,과실치상,1
과실치상에 대해 설명해 주세요.,중권리행사방해,0
과실치상에 대해 설명해 주세요.,"장물의 취득, 알선 등",0
과실치상는 실수로 해도 처벌되나요?,과실치상,1
과실치상는 실수로 해도 처벌되나요?,공정증서원본 등의 부실기재,0
과실치상는 실수로 해도 처벌되나요?,통화유사물의 제조 등,0
과실치사가 성립하지 않는 경우도 있나요?,과실치사,1
과실치사가 성립하지 않는 경우도 있나요?,강제추행,0
과실치사가 성립하지 않는 경우도 있나요?,"판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범",0
과실치사가 적용되는 조건은 무엇인가요?,과실치사,1
과실치사가 적용되는 조건은 무엇인가요?,기차 등의 전복 등,0
과실치사가 적용되는 조건은 무엇인가요?,국내범,0
과실치사에 대해 설명해 주세요.,과실치사,1
과실치사에 대해 설명해 주세요.,"체포, 감금, 존속체포, 존속감금",0
과실치사에 대해 설명해 주세요.,강간,0
업무상과실ㆍ중과실 치사상가 적용되는 조건은 무엇인가요?,업무상과실ㆍ중과실 치사상,1
업무상과실ㆍ중과실 치사상가 적용되는 조건은 무엇인가요?,수돗물의 사용방해,0
업무상과실ㆍ중과실 치사상가 적용되는 조건은 무엇인가요?,배임수증재,0
피해자가 원하지 않아도 업무상과실ㆍ중과실 치사상로 처벌되나요?,업무상과실ㆍ중과실 치사상,1
피해자가 원하지 않아도 업무상과실ㆍ중과실 치사상로 처벌되나요?,정당방위,0
피해자가 원하지 않아도 업무상과실ㆍ중과실 치사상로 처벌되나요?,선택형과 정상참작감경,0
업무상과실ㆍ중과실 치사상에 해당하는 구체적인 예시가 있을까요?,업무상과실ㆍ중과실 치사상,1
업무상과실ㆍ중과실 치사상에 해당하는 구체적인 예시가 있을까요?,고소와 피해자의 의사,0
업무상과실ㆍ중과실 치사상에 해당하는 구체적인 예시가 있을까요?,"국기, 국장의 모독",0
낙태에 대해 설명해 주세요.,낙태,1
낙태에 대해 설명해 주세요.,독립행위의 경합,0
낙태에 대해 설명해 주세요.,위조통화 취득 후의 지정행사,0
낙태에 대한 처벌 수위는 어떻게 되나요?,낙태,1
낙태에 대한 처벌 수위는 어떻게 되나요?,"간접정범, 특수한 교사, 방조에 대한 형의 가중",0
낙태에 대한 처벌 수위는 어떻게 되나요?,구류,0
낙태는 실수로 해도 처벌되나요?,낙태,1
낙태는 실수로 해도 처벌되나요?,현주건조물 등 방화,0
낙태는 실수로 해도 처벌되나요?,"아편흡식 등, 동장소제공",0
"의사 등의 낙태, 부동의낙태가 적용되는 조건은 무엇인가요?","의사 등의 낙태, 부동의낙태",1
"의사 등의 낙태, 부동의낙태가 적용되는 조건은 무엇인가요?",공용건조물 등 방화,0
"의사 등의 낙태, 부동의낙태가 적용되는 조건은 무엇인가요?","수뢰후부정처사, 사후수뢰",0
"의사 등의 낙태, 부동의낙태는 어떤 행위를 하면 성립하나요?","의사 등의 낙태, 부동의낙태",1
"의사 등의 낙태, 부동의낙태는 어떤 행위를 하면 성립하나요?",범인은닉과 친족간의 특례,0
"의사 등의 낙태, 부동의낙태는 어떤 행위를 하면 성립하나요?",낙태,0
"의사 등의 낙태, 부동의낙태에 대한 처벌 수위는 어떻게 되나요?","의사 등의 낙태, 부동의낙태",1
"의사 등의 낙태, 부동의낙태에 대한 처벌 수위는 어떻게 되나요?",통화의 위조 등,0
"의사 등의 낙태, 부동의낙태에 대한 처벌 수위는 어떻게 되나요?",노역장 유치,0
"유기, 존속유기는 실수로 해도 처벌되나요?","유기, 존속유기",1
"유기, 존속유기는 실수로 해도 처벌되나요?",간수자의 도주원조,0
"유기, 존속유기는 실수로 해도 처벌되나요?",외국사절에 대한 폭행 등,0
"유기, 존속유기에 대한 처벌 수위는 어떻게 되나요?","유기, 존속유기",1
"유기, 존속유기에 대한 처벌 수위는 어떻게 되나요?","불법체포, 불법감금",0
"유기, 존속유기에 대한 처벌 수위는 어떻게 되나요?",노역장 유치,0
"유기, 존속유기는 어떤 행위를 하면 성립하나요?","유기, 존속유기",1
"유기, 존속유기는 어떤 행위를 하면 성립하나요?",증거인멸 등과 친족간의 특례,0
"유기, 존속유기는 어떤 행위를 하면 성립하나요?",형의 종류,0
"학대, 존속학대가 성립하지 않는 경우도 있나요?","학대, 존속학대",1
"학대, 존속학대가 성립하지 않는 경우도 있나요?",아편흡식기의 제조 등,0
"학대, 존속학대가 성립하지 않는 경우도 있나요?",선고유예의 요건,0
"학대, 존속학대는 어떤 행위를 하면 성립하나요?","학대, 존속학대",1
"학대, 존속학대는 어떤 행위를 하면 성립하나요?",제삼자뇌물제공,0
"학대, 존속학대는 어떤 행위를 하면 성립하나요?",외국인의 국외범,0
"학대, 존속학대가 적용되는 조건은 무엇인가요?","학대, 존속학대",1
"학대, 존속학대가 적용되는 조건은 무엇인가요?",국헌문란의 정의,0
"학대, 존속학대가 적용되는 조건은 무엇인가요?",선고유예의 요건,0
아동혹사에 해당하는 구체적인 예시가 있을까요?,아동혹사,1
아동혹사에 해당하는 구체적인 예시가 있을까요?,통화유사물의 제조 등,0
아동혹사에 해당하는 구체적인 예시가 있을까요?,집행유예의 실효,0
아동혹사에 대한 처벌 수위는 어떻게 되나요?,아동혹사,1
아동혹사에 대한 처벌 수위는 어떻게 되나요?,내란,0
아동혹사에 대한 처벌 수위는 어떻게 되나요?,타인의 권리대상이 된 자기의 물건,0
아동혹사에 대해 설명해 주세요.,아동혹사,1
아동혹사에 대해 설명해 주세요.,몰수의 부가성,0
아동혹사에 대해 설명해 주세요.,형의 경중,0
유기등 치사상는 실수로 해도 처벌되나요?,유기등 치사상,1
유기등 치사상는 실수로 해도 처벌되나요?,긴급피난,0
유기등 치사상는 실수로 해도 처벌되나요?,아편 등의 소지,0
유기등 치사상에 대한 처벌 수위는 어떻게 되나요?,유기등 치사상,1
유기등 치사상에 대한 처벌 수위는 어떻게 되나요?,위계 등에 의한 촉탁살인 등,0
유기등 치사상에 대한 처벌 수위는 어떻게 되나요?,동력,0
유기등 치사상가 성립하지 않는 경우도 있나요?,유기등 치사상,1
유기등 치사상가 성립하지 않는 경우도 있나요?,특수절도,0
유기등 치사상가 성립하지 않는 경우도 있나요?,가중ㆍ감경의 순서,0
"체포, 감금, 존속체포, 존속감금는 실수로 해도 처벌되나요?","체포, 감금, 존속체포, 존속감금",1
"체포, 감금, 존속체포, 존속감금는 실수로 해도 처벌되나요?",외국원수에 대한 폭행 등,0
"체포, 감금, 존속체포, 존속감금는 실수로 해도 처벌되나요?",세관 공무원의 아편 등의 수입,0
"체포, 감금, 존속체포, 존속감금가 적용되는 조건은 무엇인가요?","체포, 감금, 존속체포, 존속감금",1
"체포, 감금, 존속체포, 존속감금가 적용되는 조건은 무엇인가요?",권리행사방해,0
"체포, 감금, 존속체포, 존속감금가 적용되는 조건은 무엇인가요?",가석방의 요건,0
"체포, 감금, 존속체포, 존속감금에 해당하는 구체적인 예시가 있을까요?","체포, 감금, 존속체포, 존속감금",1
"체포, 감금, 존속체포, 존속감금에 해당하는 구체적인 예시가 있을까요?",공갈,0
"체포, 감금, 존속체포, 존속감금에 해당하는 구체적인 예시가 있을까요?","음모, 예비",0
"중체포, 중감금, 존속중체포, 존속중감금에 대한 처벌 수위는 어떻게 되나요?","중체포, 중감금, 존속중체포, 존속중감금",1
"중체포, 중감금, 존속중체포, 존속중감금에 대한 처벌 수위는 어떻게 되나요?","아편흡식 등, 동장소제공",0
"중체포, 중감금, 존속중체포, 존속중감금에 대한 처벌 수위는 어떻게 되나요?",수리방해,0
"중체포, 중감금, 존속중체포, 존속중감금가 적용되는 조건은 무엇인가요?","중체포, 중감금, 존속중체포, 존속중감금",1
"중체포, 중감금, 존속중체포, 존속중감금가 적용되는 조건은 무엇인가요?","학대, 존속학대",0
"중체포, 중감금, 존속중체포, 존속중감금가 적용되는 조건은 무엇인가요?",분묘의 발굴,0
"중체포, 중감금, 존속중체포, 존속중감금에 해당하는 구체적인 예시가 있을까요?","중체포, 중감금, 존속중체포, 존속중감금",1
"중체포, 중감금, 존속중체포, 존속중감금에 해당하는 구체적인 예시가 있을까요?",형의 경중,0
"중체포, 중감금, 존속중체포, 존속중감금에 해당하는 구체적인 예시가 있을까요?",벌금,0
"피해자가 원하지 않아도 특수체포, 특수감금로 처벌되나요?","특수체포, 특수감금",1
"피해자가 원하지 않아도 특수체포, 특수감금로 처벌되나요?",특수손괴,0
"피해자가 원하지 않아도 특수체포, 특수감금로 처벌되나요?","폭행, 가혹행위",0
"특수체포, 특수감금에 대한 처벌 수위는 어떻게 되나요?","특수체포, 특수감금",1
"특수체포, 특수감금에 대한 처벌 수위는 어떻게 되나요?",수도불통,0
"특수체포, 특수감금에 대한 처벌 수위는 어떻게 되나요?",간첩,0
"특수체포, 특수감금는 실수로 해도 처벌되나요?","특수체포, 특수감금",1
"특수체포, 특수감금는 실수로 해도 처벌되나요?","외국의 국기, 국장의 모독",0
"특수체포, 특수감금는 실수로 해도 처벌되나요?",벌금과 과료,0
상습범에 대한 처벌 수위는 어떻게 되나요?,상습범,1
상습범에 대한 처벌 수위는 어떻게 되나요?,외국원수에 대한 폭행 등,0
상습범에 대한 처벌 수위는 어떻게 되나요?,"친족간의 범행, 동력",0
피해자가 원하지 않아도 상습범로 처벌되나요?,상습범,1
피해자가 원하지 않아도 상습범로 처벌되나요?,형의 시효의 기간,0
피해자가 원하지 않아도 상습범로 처벌되나요?,"중체포, 중감금, 존속중체포, 존속중감금",0
체포ㆍ감금등의 치사상에 대해 설명해 주세요.,체포ㆍ감금등의 치사상,1
체포ㆍ감금등의 치사상에 대해 설명해 주세요.,외교상기밀의 누설,0
체포ㆍ감금등의 치사상에 대해 설명해 주세요.,가중ㆍ감경의 순서,0
피해자가 원하지 않아도 체포ㆍ감금등의 치사상로 처벌되나요?,체포ㆍ감금등의 치사상,1
피해자가 원하지 않아도 체포ㆍ감금등의 치사상로 처벌되나요?,사문서등의 위조ㆍ변조,0
피해자가 원하지 않아도 체포ㆍ감금등의 치사상로 처벌되나요?,"중체포, 중감금, 존속중체포, 존속중감금",0
체포ㆍ감금등의 치사상는 실수로 해도 처벌되나요?,체포ㆍ감금등의 치사상,1
체포ㆍ감금등의 치사상는 실수로 해도 처벌되나요?,"국기, 국장의 모독",0
체포ㆍ감금등의 치사상는 실수로 해도 처벌되나요?,사문서의 부정행사,0
자격정지의 병과는 실수로 해도 처벌되나요?,자격정지의 병과,1
자격정지의 병과는 실수로 해도 처벌되나요?,노역장 유치,0
자격정지의 병과는 실수로 해도 처벌되나요?,"체포, 감금, 존속체포, 존속감금",0
"협박, 존속협박가 적용되는 조건은 무엇인가요?","협박, 존속협박",1
"협박, 존속협박가 적용되는 조건은 무엇인가요?",집행유예의 효과,0
"협박, 존속협박가 적용되는 조건은 무엇인가요?",형의 실효,0
"협박, 존속협박는 어떤 행위를 하면 성립하나요?","협박, 존속협박",1
"협박, 존속협박는 어떤 행위를 하면 성립하나요?",음화반포등,0
"협박, 존속협박는 어떤 행위를 하면 성립하나요?",집행유예의 실효,0
"협박, 존속협박에 대한 처벌 수위는 어떻게 되나요?","협박, 존속협박",1
"협박, 존속협박에 대한 처벌 수위는 어떻게 되나요?",외국에서 집행된 형의 산입,0
"협박, 존속협박에 대한 처벌 수위는 어떻게 되나요?",허위진단서등의 작성,0
특수협박는 실수로 해도 처벌되나요?,특수협박,1
특수협박는 실수로 해도 처벌되나요?,경합범과 처벌례,0
특수협박는 실수로 해도 처벌되나요?,일반건조물 등 방화,0
특수협박에 해당하는 구체적인 예시가 있을까요?,특수협박,1
특수협박에 해당하는 구체적인 예시가 있을까요?,부당이득,0
특수협박에 해당하는 구체적인 예시가 있을까요?,"경매, 입찰의 방해",0
특수협박가 적용되는 조건은 무엇인가요?,특수협박,1
특수협박가 적용되는 조건은 무엇인가요?,몰수의 대상과 추징,0
특수협박가 적용되는 조건은 무엇인가요?,정당행위,0
"미성년자의 약취, 유인에 대해 설명해 주세요.","미성년자의 약취, 유인",1
"미성년자의 약취, 유인에 대해 설명해 주세요.",가스ㆍ전기등 공급방해,0
"미성년자의 약취, 유인에 대해 설명해 주세요.",공무집행방해,0
"미성년자의 약취, 유인에 대한 처벌 수위는 어떻게 되나요?","미성년자의 약취, 유인",1
"미성년자의 약취, 유인에 대한 처벌 수위는 어떻게 되나요?","판결을 받지 아니한 경합범, 수개의 판결과 경합범, 형의 집행과 경합범",0
"미성년자의 약취, 유인에 대한 처벌 수위는 어떻게 되나요?","자수, 자복",0
"미성년자의 약취, 유인는 실수로 해도 처벌되나요?","미성년자의 약취, 유인",1
"미성년자의 약취, 유인는 실수로 해도 처벌되나요?","외국의 국기, 국장의 모독",0
"미성년자의 약취, 유인는 실수로 해도 처벌되나요?",인지ㆍ우표의 위조등,0
"추행 등 목적 약취, 유인 등는 실수로 해도 처벌되나요?","추행 등 목적 약취, 유인 등",1
"추행 등 목적 약취, 유인 등는 실수로 해도 처벌되나요?",공문서 등의 부정행사,0
"추행 등 목적 약취, 유인 등는 실수로 해도 처벌되나요?",변사체 검시 방해,0
"추행 등 목적 약취, 유인 등에 해당하는 구체적인 예시가 있을까요?","추행 등 목적 약취, 유인 등",1
"추행 등 목적 약취, 유인 등에 해당하는 구체적인 예시가 있을까요?",법률상의 감경,0
"추행 등 목적 약취, 유인 등에 해당하는 구체적인 예시가 있을까요?",국외에 있는 내국선박 등에서 외국인이 범한 죄,0
"추행 등 목적 약취, 유인 등는 어떤 행위를 하면 성립하나요?","추행 등 목적 약취, 유인 등",1
"추행 등 목적 약취, 유인 등는 어떤 행위를 하면 성립하나요?",판결의 공시,0
"추행 등 목적 약취, 유인 등는 어떤 행위를 하면 성립하나요?",집행유예의 요건,0
인신매매에 대한 처벌 수위는 어떻게 되나요?,인신매매,1
인신매매에 대한 처벌 수위는 어떻게 되나요?,배임수증재,0
인신매매에 대한 처벌 수위는 어떻게 되나요?,"약취, 유인, 매매, 이송 등 살인ㆍ치사",0
인신매매에 해당하는 구체적인 예시가 있을까요?,인신매매,1
인신매매에 해당하는 구체적인 예시가 있을까요?,먹는 물 혼독치사상,0
인신매매에 해당하는 구체적인 예시가 있을까요?,벌금의 병과,0
인신매매는 실수로 해도 처벌되나요?,인신매매,1
인신매매는 실수로 해도 처벌되나요?,공무상 비밀의 누설,0
인신매매는 실수로 해도 처벌되나요?,"국기, 국장의 비방",0
"피해자가 원하지 않아도 약취, 유인, 매매, 이송 등 상해ㆍ치상로 처벌되나요?","약취, 유인, 매매, 이송 등 상해ㆍ치상",1
"피해자가 원하지 않아도 약취, 유인, 매매, 이송 등 상해ㆍ치상로 처벌되나요?","기차, 선박 등의 교통방해",0
"피해자가 원하지 않아도 약취, 유인, 매매, 이송 등 상해ㆍ치상로 처벌되나요?",선거방해,0
"약취, 유인, 매매, 이송 등 상해ㆍ치상에 대해 설명해 주세요.","약취, 유인, 매매, 이송 등 상해ㆍ치상",1
"약취, 유인, 매매, 이송 등 상해ㆍ치상에 대해 설명해 주세요.",복권,0
"약취, 유인, 매매, 이송 등 상해ㆍ치상에 대해 설명해 주세요.",경합범과 처벌례,0
"약취, 유인, 매매, 이송 등 상해ㆍ치상에 대한 처벌 수위는 어떻게 되나요?","약취, 유인, 매매, 이송 등 상해ㆍ치상",1
"약취, 유인, 매매, 이송 등 상해ㆍ치상에 대한 처벌 수위는 어떻게 되나요?",피의사실공표,0
"약취, 유인, 매매, 이송 등 상해ㆍ치상에 대한 처벌 수위는 어떻게 되나요?",배임수증재,0
"약취, 유인, 매매, 이송 등 살인ㆍ치사에 대한 처벌 수위는 어떻게 되나요?","약취, 유인, 매매, 이송 등 살인ㆍ치사",1
"약취, 유인, 매매, 이송 등 살인ㆍ치사에 대한 처벌 수위는 어떻게 되나요?",음행매개,0
"약취, 유인, 매매, 이송 등 살인ㆍ치사에 대한 처벌 수위는 어떻게 되나요?",판결선고후의 누범발각,0
"약취, 유인, 매매, 이송 등 살인ㆍ치사에 대해 설명해 주세요.","약취, 유인, 매매, 이송 등 살인ㆍ치사",1
"약취, 유인, 매매, 이송 등 살인ㆍ치사에 대해 설명해 주세요.",구류,0
"약취, 유인, 매매, 이송 등 살인ㆍ치사에 대해 설명해 주세요.","기차, 선박 등의 교통방해",0
"약취, 유인, 매매, 이송 등 살인ㆍ치사가 적용되는 조건은 무엇인가요?","약취, 유인, 매매, 이송 등 살인ㆍ치사",1
"약취, 유인, 매매, 이송 등 살인ㆍ치사가 적용되는 조건은 무엇인가요?",과실치사,0
"약취, 유인, 매매, 이송 등 살인ㆍ치사가 적용되는 조건은 무엇인가요?",외국에 대한 사전,0
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등는 어떤 행위를 하면 성립하나요?","약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등",1
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등는 어떤 행위를 하면 성립하나요?",위조등 공문서의 행사,0
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등는 어떤 행위를 하면 성립하나요?",친족간의 범행,0
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등가 성립하지 않는 경우도 있나요?","약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등",1
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등가 성립하지 않는 경우도 있나요?",총칙의 적용,0
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등가 성립하지 않는 경우도 있나요?",인과관계,0
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등에 대한 처벌 수위는 어떻게 되나요?","약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등",1
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등에 대한 처벌 수위는 어떻게 되나요?",타인의 권리대상이 된 자기의 물건,0
"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등에 대한 처벌 수위는 어떻게 되나요?",소요,0
벌금의 병과가 성립하지 않는 경우도 있나요?,벌금의 병과,1
벌금의 병과가 성립하지 않는 경우도 있나요?,특수도주,0
벌금의 병과가 성립하지 않는 경우도 있나요?,위조유가증권 등의 행사 등,0
벌금의 병과에 해당하는 구체적인 예시가 있을까요?,벌금의 병과,1
벌금의 병과에 해당하는 구체적인 예시가 있을까요?,무고,0
벌금의 병과에 해당하는 구체적인 예시가 있을까요?,위조등 공문서의 행사,0
강간에 대한 처벌 수위는 어떻게 되나요?,강간,1
강간에 대한 처벌 수위는 어떻게 되나요?,복표의 발매 등,0
강간에 대한 처벌 수위는 어떻게 되나요?,업무상과실ㆍ중과실 치사상,0
강간는 어떤 행위를 하면 성립하나요?,강간,1
강간는 어떤 행위를 하면 성립하나요?,공문서 등의 부정행사,0
강간는 어떤 행위를 하면 성립하나요?,노역장 유치,0
강간가 적용되는 조건은 무엇인가요?,강간,1
강간가 적용되는 조건은 무엇인가요?,석방일,0
강간가 적용되는 조건은 무엇인가요?,부당이득,0
강제추행는 어떤 행위를 하면 성립하나요?,강제추행,1
